,# cysts,# detected,# missed,# wrong,# recall,iou,precision,recall
IF 4-12.09.19 CTRL tubo 21 40x1  (3),7.0,4.0,3.0,0.0,0.5714204082798817,0.614677759841053,0.8914100486223663,0.6644295302013423
IF TUBI 18.12.2020_DBD+T4 14 A 40X6,2.0,2.0,0.0,0.0,0.9999500024998749,0.8588030214991285,0.929559748427673,0.9185829707893102
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X12,5.0,5.0,0.0,0.0,0.999980000399992,0.8341503267973857,0.9041799504073681,0.9150385373722889
IF TUBI 18.12.2020_CTRL 6 B 40X4,8.0,8.0,0.0,0.0,0.999987500156248,0.8013245033112583,0.8658318425760286,0.9149338374291115
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x13",2.0,1.0,1.0,0.0,0.49997500124993743,0.6782496782496783,0.8562144597887896,0.7654320987654321
IF TUBI 18.12.2020_DBD 18 A 40X24,2.0,2.0,0.0,0.0,0.9999500024998749,0.7479452054794521,0.8858842617631152,0.8276907529055079
TUBULI ADPKD 11.12.2020_DBD 3 B 40X11,7.0,6.0,1.0,0.0,0.8571306124198226,0.6902377427501524,0.9198096785424161,0.7344329132690882
IF 4-12.09.19 RESV  TUBO 17 40X1 (7),3.0,2.0,1.0,0.0,0.6666444451851604,0.7231302625061912,0.9605263157894737,0.74527820316488
TUBULI ADPKD 11.12.2020_DBD 3 A 40X39,3.0,3.0,0.0,1.0,0.9999666677777407,0.879057358826145,0.9203910614525139,0.951395572666025
IF TUBI 18.12.2020_T4 2 A 40X19,2.0,2.0,0.0,1.0,0.9999500024998749,0.6690862510674637,0.7815461346633417,0.8230042016806722
IF 4-12.09.19 40x1 T3 tubo 7 (1),4.0,4.0,0.0,0.0,0.9999750006249845,0.6627318718381113,0.8906515580736544,0.7214318494722349
IF 4-12.09.19 TETRAC tubo 5 40x1  (1),4.0,4.0,0.0,0.0,0.9999750006249845,0.8956700795058057,0.9127152974091453,0.9795752400613056
TUBULI ADPKD 11.12.2020_DBD 3 A 40X30,6.0,3.0,3.0,0.0,0.49999166680555324,0.6357558766443822,0.907356109572176,0.6798892988929889
TUBI 29-30.07.2020_LM609+T4 19 40x29 side B,3.0,2.0,1.0,0.0,0.6666444451851604,0.8167063406189137,0.9309324124321657,0.8693849343469247
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X15,3.0,3.0,0.0,0.0,0.9999666677777407,0.907357268981754,0.9480934809348094,0.9547875634832157
IF TUBI 18.12.2020_T4 2 B 40X31,3.0,1.0,2.0,1.0,0.3333222225925802,0.6354450058297707,0.8609794628751974,0.7080987440450411
TUBULI ADPKD 11.12.2020_DBD 3 B 40X18,2.0,2.0,0.0,0.0,0.9999500024998749,0.847528043207312,0.8873423227490214,0.9497206703910615
IF TUBI 18.12.2020_DBD+T4 14 A 40X26,4.0,4.0,0.0,0.0,0.9999750006249845,0.7604485219164119,0.8987951807228916,0.8316610925306578
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x7",6.0,6.0,0.0,0.0,0.9999833336111065,0.770838280693422,0.839410395655547,0.9041782729805014
IF TUBI 18.12.2020_CTRL 6 B 40X5,3.0,3.0,0.0,0.0,0.9999666677777407,0.8232436472346786,0.9524427150886294,0.8585346843335931
TUBULI ADPKD 11.12.2020_DBD 3 B 40X8,2.0,1.0,1.0,1.0,0.49997500124993743,0.8065247512281144,0.9234208249206807,0.8643358531317494
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato B 40x16",3.0,2.0,1.0,0.0,0.6666444451851604,0.42826704545454547,0.9348837209302325,0.44143484626647145
IF TUBI 18.12.2020_T4 2 B 40X23,2.0,1.0,1.0,0.0,0.49997500124993743,0.615593220338983,0.908908908908909,0.6560693641618497
IF TUBI 18.12.2020_T4 2 B 40X20,6.0,6.0,0.0,0.0,0.9999833336111065,0.7828831473869642,0.8832394832726068,0.8732601932208941
TUBI 29-30.07.2020_T4 2 40x22 side B,3.0,3.0,0.0,1.0,0.9999666677777407,0.8632020845396642,0.9033479775791546,0.95103668261563
IF ADPKD tubules 9-17.10.19 _T3 31 40X8,1.0,1.0,0.0,0.0,0.9999000099990001,0.8567986230636833,0.8748681898066784,0.9764613573950569
TUBULI ADPKD 11.12.2020_T4 12 A 40X23,7.0,6.0,1.0,4.0,0.8571306124198226,0.6363170231467917,0.6810662485299882,0.906406510851419
TUBULI ADPKD 11.12.2020_DBD 3 A 40X28,3.0,3.0,0.0,0.0,0.9999666677777407,0.5717223650385604,0.8348348348348348,0.6446376811594203
TUBI 29-30.07.2020_T4 2 40x38 side A,2.0,2.0,0.0,0.0,0.9999500024998749,0.7538564721663313,0.9335548172757475,0.7965981573352232
IF TUBI 18.12.2020_T4 2 B 40X5,4.0,2.0,2.0,0.0,0.49998750031249223,0.7653944020356234,0.8840125391849529,0.8508391476522723
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x16",2.0,2.0,0.0,3.0,0.9999500024998749,0.1899063475546306,0.3798126951092612,0.27526395173454
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X13,3.0,3.0,0.0,0.0,0.9999666677777407,0.8526871401151631,0.915664720027482,0.9253601805242145
IF TUBI 18.12.2020_DBD+T4 14 B 40X15,11.0,11.0,0.0,0.0,0.999990909173553,0.8275923295454546,0.9116573216847047,0.8997490508976257
IF TUBI 18.12.2020_DBD+T4 14 B 40X12,5.0,4.0,1.0,0.0,0.7999840003199936,0.7927215189873418,0.8845078711196116,0.8842476834828651
IF TUBI 18.12.2020_DBD+T4 14 B 40X6,6.0,5.0,1.0,1.0,0.8333194446759221,0.7707307655179071,0.8804587560652846,0.8608086253369273
TUBULI ADPKD 11.12.2020_DBD 3 A 40X18,2.0,1.0,1.0,0.0,0.49997500124993743,0.8495877739794893,0.9784622510421491,0.8657786885245902
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X17,5.0,5.0,0.0,0.0,0.999980000399992,0.9062933535124228,0.9436638214051215,0.9581333333333333
TUBULI ADPKD 11.12.2020_DBD 3 B 40X7,5.0,4.0,1.0,0.0,0.7999840003199936,0.556744778160215,0.9243052837573386,0.5833415670388301
IF 4-12.09.19 40x1 CTRL tubo 11 (22),7.0,7.0,0.0,0.0,0.999985714489793,0.8333175400360087,0.9635148460611372,0.8604696673189823
TUBULI ADPKD 11.12.2020_DBD 3 A 40X3,7.0,6.0,1.0,1.0,0.8571306124198226,0.8479835464544397,0.9230993867419449,0.9124410661021841
TUBI 29-30.07.2020_LM609+T4 19 40x5 side A,2.0,1.0,1.0,0.0,0.49997500124993743,0.346483704974271,0.8997772828507795,0.360392506690455
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato  A 40x8",4.0,2.0,2.0,4.0,0.49998750031249223,0.22893890675241158,0.3331773514272344,0.42255192878338277
TUBULI ADPKD 11.12.2020_DBD 3 A 40X27,2.0,1.0,1.0,0.0,0.49997500124993743,0.6907715582450832,0.9310766721044046,0.7279974489795918
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X13,2.0,2.0,0.0,1.0,0.9999500024998749,0.6142116950407106,0.6289222373806276,0.9633155328534944
IF TUBI 18.12.2020_T4 2 A 40X31,4.0,3.0,1.0,0.0,0.7499812504687383,0.5678474114441416,0.9820923656927427,0.5737885462555066
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X10,2.0,1.0,1.0,0.0,0.49997500124993743,0.6180030257186082,0.9077777777777778,0.6594027441485069
IF TUBI 18.12.2020_CTRL 6 B 40X14,11.0,8.0,3.0,0.0,0.727266115762584,0.8140290846877674,0.9233456239084029,0.8730275229357798
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x13",6.0,5.0,1.0,1.0,0.8333194446759221,0.6793990323402088,0.8477915475055608,0.7737819025522041
TUBULI ADPKD 11.12.2020_T4 12 A 40X17,7.0,5.0,2.0,2.0,0.7142755103498521,0.7032746187492611,0.7810161480897991,0.8760123693123252
IF ADPKD tubules 9-17.10.19 _T3 31 40X12,3.0,3.0,0.0,1.0,0.9999666677777407,0.8289655172413793,0.8869539551357734,0.9268969771745836
IF ADPKD tubules 9-17.10.19 _Resv 24 40X9,3.0,2.0,1.0,0.0,0.6666444451851604,0.7175,0.9037336932073774,0.7768754833720031
IF TUBI 18.12.2020_CTRL 6 B 40X34,1.0,1.0,0.0,1.0,0.9999000099990001,0.676829268292683,0.8149779735682819,0.7997118155619597
IF TUBI 18.12.2020_DBD 18 A 40X5,4.0,4.0,0.0,0.0,0.9999750006249845,0.8151490292589554,0.8298997772828508,0.9786605384110308
IF TUBI 18.12.2020_CTRL 6 A 40X25,3.0,1.0,2.0,0.0,0.3333222225925802,0.6284701712935618,0.96289592760181,0.6440677966101694
IF ADPKD tubules 9-17.10.19 _T3 31 40X4,3.0,1.0,2.0,2.0,0.3333222225925802,0.26971632259022726,0.3650251256281407,0.5081141578063794
TUBI 29-30.07.2020_LM609+T4 19 40x10 side B,11.0,8.0,3.0,1.0,0.727266115762584,0.5606378514477549,0.8719203785283081,0.610952326511947
IF TUBI 18.12.2020_T4 2 A 40X35,2.0,2.0,0.0,1.0,0.9999500024998749,0.6396063960639606,0.7492795389048992,0.8137715179968701
IF TUBI 18.12.2020_CTRL 6 A 40X32,3.0,3.0,0.0,0.0,0.9999666677777407,0.8453177257525084,0.8915343915343915,0.9422180801491147
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X3,2.0,1.0,1.0,0.0,0.49997500124993743,0.8527854802117469,0.9423398328690807,0.8997340425531914
IF TUBI 18.12.2020_DBD+T4 14 B 40X5,1.0,1.0,0.0,1.0,0.9999000099990001,0.31366906474820144,0.3784722222222222,0.6468842729970327
IF TUBI 18.12.2020_T4 2 A 40X28,2.0,2.0,0.0,0.0,0.9999500024998749,0.912275731822474,0.9846106807990216,0.9254717884854872
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X15,1.0,1.0,0.0,0.0,0.9999000099990001,0.92864,0.9676558852950984,0.9583883751651255
TUBI 29-30.07.2020_T4 2 40x33 side A,2.0,1.0,1.0,0.0,0.49997500124993743,0.24242424242424243,0.9855072463768116,0.24329159212880144
IF ADPKD tubules 9-17.10.19 _Resv 24 40X16,3.0,3.0,0.0,0.0,0.9999666677777407,0.7477102414654455,0.9305699481865285,0.7918871252204586
TUBULI ADPKD 11.12.2020_DBD 3 A 40X11,2.0,2.0,0.0,0.0,0.9999500024998749,0.8916073087643234,0.9625543296556336,0.9236445299967918
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x2",4.0,4.0,0.0,0.0,0.9999750006249845,0.6362505184570717,0.8867052023121387,0.6925507900677201
IF TUBI 18.12.2020_DBD 18 B 40X23,4.0,3.0,1.0,0.0,0.7499812504687383,0.7436482084690553,0.8621601208459214,0.843992606284658
TUBI 29-30.07.2020_T4 2 40x20 side A,6.0,5.0,1.0,0.0,0.8333194446759221,0.7240244475787494,0.9364548494983278,0.761433868974042
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x2",1.0,1.0,0.0,0.0,0.9999000099990001,0.7512315270935961,0.8997050147492626,0.8198924731182796
IF ADPKD tubules 9-17.10.19 _T3 31 40X15,1.0,1.0,0.0,0.0,0.9999000099990001,0.8890977443609023,0.9682702149437052,0.9157792836398838
IF TUBI 18.12.2020_CTRL 6 B 40X6,2.0,1.0,1.0,0.0,0.49997500124993743,0.8011363636363636,0.9069767441860465,0.8728571428571429
IF TUBI 18.12.2020_DBD 18 B 40X2,12.0,8.0,4.0,0.0,0.666661111157407,0.7915613338148549,0.9390888317623536,0.8344013704714168
IF 4-12.09.19 CTRL tubo 21 40x1  (1),1.0,1.0,0.0,0.0,0.9999000099990001,0.8322102425876011,0.9223300970873787,0.894927536231884
TUBI 29-30.07.2020_T4 2 40x21 side A,5.0,4.0,1.0,1.0,0.7999840003199936,0.44068819800784786,0.703953712632594,0.5409410892923305
TUBULI ADPKD 11.12.2020_DBD 3 B 40X23,11.0,3.0,8.0,0.0,0.272724793410969,0.3109095490047871,0.9499615088529638,0.3160860655737705
IF TUBI 18.12.2020_CTRL 6 A 40X27,2.0,2.0,0.0,0.0,0.9999500024998749,0.8981648074847067,0.9501332318233726,0.9425981873111783
IF TUBI 18.12.2020_CTRL 6 B 40X29,2.0,2.0,0.0,0.0,0.9999500024998749,0.843042071197411,0.8982758620689655,0.9320214669051878
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X11,1.0,1.0,0.0,0.0,0.9999000099990001,0.5943877551020408,0.9433198380566802,0.6164021164021164
IF TUBI 18.12.2020_DBD 18 B 40X14,3.0,3.0,0.0,0.0,0.9999666677777407,0.8637558116029918,0.9277029960920539,0.9260944950151713
TUBULI ADPKD 11.12.2020_T4 12 A 40X22,3.0,3.0,0.0,2.0,0.9999666677777407,0.8759299057695487,0.8945635657605943,0.9767720527237533
IF TUBI 18.12.2020_DBD 18 A 40X1,6.0,6.0,0.0,0.0,0.9999833336111065,0.8498862774829417,0.9480717185385656,0.8913804071246819
IF 4-12.09.19 40x1 T3 tubo 7 (2),1.0,1.0,0.0,0.0,0.9999000099990001,0.6825613079019074,0.9747081712062257,0.694868238557559
IF ADPKD tubules 9-17.10.19 _Resv 24 40X11,1.0,1.0,0.0,0.0,0.9999000099990001,0.8113207547169812,0.8295819935691319,0.9735849056603774
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X1,1.0,1.0,0.0,0.0,0.9999000099990001,0.8978288633461047,0.9743589743589743,0.9195552648790059
TUBULI ADPKD 11.12.2020_T4 12 A 40X33,8.0,8.0,0.0,3.0,0.999987500156248,0.7979224007813194,0.8356501929424892,0.9464483176241377
IF 4-12.09.19 RESV  TUBO 17 40X1 (9),6.0,6.0,0.0,0.0,0.9999833336111065,0.8688332445391582,0.9290190270023926,0.9306094498972838
IF ADPKD tubules 9-17.10.19 _T3 31 40X9,1.0,1.0,0.0,0.0,0.9999000099990001,0.6558704453441295,0.9700598802395209,0.6694214876033058
TUBI 29-30.07.2020_LM609+T4 19 40x20 side B,4.0,2.0,2.0,1.0,0.49998750031249223,0.32157010756746557,0.6114101184068891,0.40417457305502846
IF TUBI 18.12.2020_CTRL 6 A 40X24,2.0,2.0,0.0,0.0,0.9999500024998749,0.8569746909947028,0.9442282749675746,0.902665840049597
TUBULI ADPKD 11.12.2020_T4 12 A 40X37,5.0,5.0,0.0,1.0,0.999980000399992,0.843943661971831,0.9189378669704671,0.9118260869565218
IF 4-12.09.19 40x1 TRIAC tubo 19 (7),1.0,1.0,0.0,0.0,0.9999000099990001,0.8621212121212121,0.917741935483871,0.9343185550082101
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x7",2.0,2.0,0.0,0.0,0.9999500024998749,0.8602300453119553,0.9485011529592621,0.9023765996343693
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X20,5.0,1.0,4.0,0.0,0.1999960000799984,0.20928360611752078,0.9386281588447654,0.21218715995647444
TUBULI ADPKD 11.12.2020_DBD 3 A 40X42,10.0,7.0,3.0,0.0,0.6999930000699993,0.8655450169200706,0.9390351103986763,0.9170790829209171
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X7,3.0,3.0,0.0,0.0,0.9999666677777407,0.6319358816276203,0.8326563769293257,0.7238700564971752
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x15",2.0,2.0,0.0,0.0,0.9999500024998749,0.8758842443729904,0.912991017562676,0.9556553466180185
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x2",4.0,2.0,2.0,1.0,0.49998750031249223,0.4257460097154754,0.8923636363636364,0.44879297732260426
IF TUBI 18.12.2020_T4 2 B 40X18,5.0,4.0,1.0,0.0,0.7999840003199936,0.5941600443540935,0.9053787665446353,0.6334975369458128
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X16,4.0,3.0,1.0,0.0,0.7499812504687383,0.7785588752196837,0.9392226148409893,0.8198642813078346
IF 4-12.09.19 40x1 CTRL tubo 11 (13),2.0,2.0,0.0,0.0,0.9999500024998749,0.8674957118353345,0.9413680781758957,0.9170444242973708
TUBI 29-30.07.2020_T4 2 40x9 side B,3.0,3.0,0.0,0.0,0.9999666677777407,0.739980449657869,0.8802325581395349,0.8228260869565217
IF 4-12.09.19 40x1 T3 tubo 7 (26),4.0,4.0,0.0,0.0,0.9999750006249845,0.569247546346783,0.9763092269326683,0.5772207887946922
TUBULI ADPKD 11.12.2020_T4 12 B 40X11,2.0,2.0,0.0,1.0,0.9999500024998749,0.7003311258278145,0.7558070279928529,0.9051355206847361
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X39,9.0,9.0,0.0,0.0,0.9999888890123443,0.8159913689762647,0.9319550930996714,0.8676864244741874
TUBI 29-30.07.2020_LM609+T4 19 40x22 side A,5.0,1.0,4.0,0.0,0.1999960000799984,0.1628232005590496,0.9137254901960784,0.1653655074520937
IF TUBI 18.12.2020_CTRL 6 B 40X22,15.0,13.0,2.0,0.0,0.8666608889274071,0.8458346779770411,0.9390899319240416,0.894931954538803
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_LM609+T4 5 lato B 40x1",4.0,1.0,3.0,0.0,0.24999375015624611,0.055958132045088566,0.7164948453608248,0.057225195553725815
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato B 40x9",7.0,5.0,2.0,1.0,0.7142755103498521,0.7228438228438229,0.8954663586485706,0.7894602851323829
TUBI 29-30.07.2020_LM609+T4 19 40x46 side A,3.0,3.0,0.0,23.0,0.9999666677777407,0.10269987198882811,0.10612073112073112,0.7611039241052178
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X10,8.0,4.0,4.0,1.0,0.499993750078124,0.2908366533864542,0.5134464211832851,0.40148819152377874
TUBI 29-30.07.2020_T4 2 40x9 side A,2.0,2.0,0.0,0.0,0.9999500024998749,0.8624358033749083,0.9506672058228872,0.90284178187404
IF ADPKD tubules 9-17.10.19 _DBD 32 40X1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
IF 4-12.09.19 40x1 TRIAC tubo 19 (17),1.0,1.0,0.0,0.0,0.9999000099990001,0.8307860262008734,0.9235436893203883,0.8921453692848769
IF ADPKD tubules 9-17.10.19 _Triac 6 40X4,1.0,1.0,0.0,0.0,0.9999000099990001,0.87109375,0.9823788546255506,0.8849206349206349
TUBULI ADPKD 11.12.2020_T4 12 A 40X25,1.0,1.0,0.0,1.0,0.9999000099990001,0.7760223048327137,0.8634953464322648,0.8845338983050848
TUBULI ADPKD 11.12.2020_DBD 3 A 40X21,6.0,6.0,0.0,0.0,0.9999833336111065,0.8474695407685099,0.9374109109757678,0.8982987706444803
IF 4-12.09.19 RESV  TUBO 17 40X1 (16),1.0,1.0,0.0,0.0,0.9999000099990001,0.8141210374639769,0.8599695585996956,0.9385382059800664
IF 4-12.09.19 RESV  TUBO 17 40X1 (6),2.0,1.0,1.0,0.0,0.49997500124993743,0.8250270855904659,0.9742004264392324,0.8434557873361639
TUBULI ADPKD 11.12.2020_DBD 3 A 40X17,7.0,4.0,3.0,0.0,0.5714204082798817,0.8029148724743292,0.936178430047311,0.8494086727989487
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X28,2.0,2.0,0.0,0.0,0.9999500024998749,0.8069046225863078,0.8672955974842768,0.9205607476635514
TUBULI ADPKD 11.12.2020_T4 12 A 40X13,2.0,2.0,0.0,1.0,0.9999500024998749,0.6773642881529532,0.6934638238378189,0.9668615984405458
TUBULI ADPKD 11.12.2020_DBD 3 B 40X21,5.0,4.0,1.0,0.0,0.7999840003199936,0.5850435760472308,0.9028199566160521,0.6243624362436243
TUBI 29-30.07.2020_LM609+T4 19 40x34 side A,4.0,2.0,2.0,17.0,0.49998750031249223,0.16339942080641567,0.17418665400142483,0.7251606524962926
TUBI 29-30.07.2020_T4 2 40x4 side B,2.0,2.0,0.0,2.0,0.9999500024998749,0.33525641025641023,0.35361730899256255,0.8658940397350994
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO+T4 14 lato  A 40x5",10.0,8.0,2.0,4.0,0.7999920000799993,0.5305700413594677,0.7401229148375769,0.6520441988950276
IF 4-12.09.19 RESV  TUBO 17 40X1 (17),2.0,2.0,0.0,0.0,0.9999500024998749,0.764438676184296,0.8456568557071069,0.8883861236802413
TUBULI ADPKD 11.12.2020_T4 12 A 40X26,3.0,3.0,0.0,1.0,0.9999666677777407,0.858396144816508,0.932733619763695,0.9150421496311907
IF ADPKD tubules 9-17.10.19 _DBD 32 40X5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
IF 4-12.09.19 40x1 T3 tubo 7 (12),6.0,5.0,1.0,1.0,0.8333194446759221,0.7615967473664756,0.9469209558823529,0.7955598455598456
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X17,8.0,7.0,1.0,0.0,0.874989062636717,0.5500282007896221,0.9051420085390756,0.5836724922192962
IF ADPKD tubules 9-17.10.19 _Triac 6 40X17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X9,2.0,2.0,0.0,0.0,0.9999500024998749,0.87855871886121,0.9190321079571894,0.9522661523625844
TUBULI ADPKD 11.12.2020_DBD 3 A 40X12,5.0,3.0,2.0,2.0,0.5999880002399952,0.5323081702392047,0.7874540441176471,0.6216216216216216
TUBULI ADPKD 11.12.2020_DBD 3 B 40X15,3.0,2.0,1.0,0.0,0.6666444451851604,0.5614617940199336,0.8914285714285715,0.6026745913818722
TUBULI ADPKD 11.12.2020_DBD 3 B 40X29,6.0,4.0,2.0,0.0,0.6666555557407376,0.5105333930972658,0.8884555382215289,0.5454980842911877
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBI 29-30.07.2020_T4 2 40x24 side B,4.0,3.0,1.0,0.0,0.7499812504687383,0.5261547873967575,0.9071729957805907,0.5560944067248625
TUBI 29-30.07.2020_LM609+T4 19 40x2 side B,7.0,6.0,1.0,1.0,0.8571306124198226,0.7649466452273059,0.8792002688172043,0.8547860176412937
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X4,2.0,2.0,0.0,0.0,0.9999500024998749,0.7603389830508475,0.8734423676012462,0.8544761904761905
IF TUBI 18.12.2020_CTRL 6 B 40X23,9.0,9.0,0.0,4.0,0.9999888890123443,0.7600192149327477,0.811831109807946,0.9225322782174095
IF 4-12.09.19 40x1 TRIAC tubo 19 (18),2.0,1.0,1.0,0.0,0.49997500124993743,0.46646341463414637,0.9,0.4919614147909968
IF TUBI 18.12.2020_DBD+T4 14 B 40X20,2.0,2.0,0.0,0.0,0.9999500024998749,0.7717584369449378,0.9254526091586794,0.8229166666666666
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_T4 16 lato  A 40x6",2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_UO 12 lato  A 40x9",7.0,7.0,0.0,1.0,0.999985714489793,0.7211538461538461,0.8309248554913294,0.8451739343459088
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X25,6.0,5.0,1.0,0.0,0.8333194446759221,0.880744083248918,0.9230769230769231,0.9505068574836016
TUBULI ADPKD 11.12.2020_DBD 3 B 40X17,3.0,3.0,0.0,0.0,0.9999666677777407,0.8906917164816396,0.9720410065237651,0.9141104294478528
IF TUBI 18.12.2020_CTRL 6 B 40X25,6.0,6.0,0.0,0.0,0.9999833336111065,0.6981786643538594,0.9181636726546906,0.7445086705202312
TUBULI ADPKD 11.12.2020_T4 12 A 40X34,5.0,5.0,0.0,3.0,0.999980000399992,0.6541971830985915,0.6687784369060646,0.967747312276023
TUBULI ADPKD 11.12.2020_DBD 3 A 40X41,10.0,10.0,0.0,1.0,0.999990000099999,0.8938383795490255,0.9423800143266475,0.9455125325667056
TUBULI ADPKD 11.12.2020_CTRL 11 A 40X10,2.0,1.0,1.0,0.0,0.49997500124993743,0.6671480144404333,0.9428571428571428,0.6952595936794582
IF TUBI 18.12.2020_T4 2 A 40X5,10.0,8.0,2.0,0.0,0.7999920000799993,0.7233019238319591,0.9254049981162878,0.7680842193037315
IF 4-12.09.19 RESV  TUBO 17 40X1 (15),4.0,3.0,1.0,0.0,0.7499812504687383,0.5221049629207074,0.9214699219733199,0.5464179104477612
IF TUBI 18.12.2020_T4 2 B 40X4,1.0,1.0,0.0,3.0,0.9999000099990001,0.22434150772025432,0.2852193995381062,0.5124481327800829
TUBULI ADPKD 11.12.2020_DBD+T4 13 A 40X11,3.0,2.0,1.0,1.0,0.6666444451851604,0.7028684037661485,0.8770491803278688,0.7796939519067282
IF ADPKD tubules 9-17.10.19 _Triac 6 40X12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TUBI 29-30.07.2020_T4 2 40x6 side A,4.0,2.0,2.0,0.0,0.49998750031249223,0.45150987224157957,0.9344951923076923,0.4662668665667166
IF 4-12.09.19 40x1 CTRL tubo 11 (5),6.0,4.0,2.0,0.0,0.6666555557407376,0.6657608695652174,0.9301027244305493,0.7008244994110718
TUBI 29-30.07.2020_LM609+T4 19 40x28 side B,1.0,1.0,0.0,0.0,0.9999000099990001,0.7643260694108152,0.9916230366492147,0.7692932575142161
IF TUBI 18.12.2020_DBD+T4 14 B 40X14,2.0,2.0,0.0,2.0,0.9999500024998749,0.7998813525805814,0.8808797909407665,0.8968957871396895
TUBI 29-30.07.2020_LM609+T4 19 40x40 side A,5.0,4.0,1.0,0.0,0.7999840003199936,0.7026797107613781,0.9413105413105413,0.7348754448398577
TUBULI ADPKD 11.12.2020_T4 12 A 40X19,4.0,4.0,0.0,0.0,0.9999750006249845,0.8512693156732892,0.8889209047687653,0.9526015130461634
IF ADPKD tubules 9-17.10.19 _Resv 24 40X2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TUBI 29-30.07.2020_LM609+T4 19 40x21 side B,5.0,5.0,0.0,2.0,0.999980000399992,0.6873481289486474,0.81299099444338,0.8164325572445642
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  B 40x3",1.0,1.0,0.0,0.0,0.9999000099990001,0.8765133171912833,0.9211195928753181,0.9476439790575916
IF TUBI 18.12.2020_DBD 18 B 40X17,6.0,4.0,2.0,2.0,0.6666555557407376,0.49120071285364225,0.6391304347826087,0.6797163995067818
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x20",2.0,2.0,0.0,0.0,0.9999500024998749,0.9045439686171952,0.9531519118153634,0.9466301744782758
"ADPKD tubi CTRL, T4, LM609+T4, UO, UO+T4 p-ERK 2-3.09.2020_CTRL 17 lato  A 40x19",2.0,2.0,0.0,0.0,0.9999500024998749,0.8234660925726588,0.8902249806051202,0.9165335463258786
